audio_id,question_id,wpm,pause_count,speech_duration,word_count,average_pause,silence_ratio,long_pause_count,filler_count,repetition_count,hesitation_label
AUD_1724,Spontaneous,167,9,88.6,192,,,,,,Medium
AUD_1725,Spontaneous,97,5,37.25,144,,,,,,Medium
AUD_1726,Spontaneous,125,14,86.38,170,,,,,,High
AUD_1727,Reading,98,9,68.21,55,,,,,,Medium
AUD_1728,Spontaneous,141,4,86.6,61,,,,,,High
AUD_1729,Spontaneous,123,3,59.37,136,,,,,,Medium
AUD_1730,Spontaneous,108,8,87.25,152,,,,,,Medium
AUD_1731,Spontaneous,144,2,82.47,153,,,,,,Medium
AUD_1732,Reading,123,12,29.0,84,,,,,,High
AUD_1733,Spontaneous,105,4,41.76,116,,,,,,Medium
AUD_1734,Reading,153,3,37.01,155,,,,,,High
AUD_1735,Spontaneous,165,6,60.05,141,,,,,,High
AUD_1736,Spontaneous,115,3,76.2,112,,,,,,Medium
AUD_1737,Spontaneous,107,11,73.16,132,,,,,,Medium
AUD_1738,Reading,97,6,70.87,131,,,,,,Medium
AUD_1739,Spontaneous,138,14,46.27,80,,,,,,High
AUD_1740,Spontaneous,165,4,29.77,86,,,,,,High
AUD_1741,Reading,113,10,34.74,182,,,,,,Medium
AUD_1742,Spontaneous,131,11,71.92,164,,,,,,High
AUD_1743,Spontaneous,104,10,30.33,170,,,,,,High
AUD_1744,Spontaneous,126,9,35.61,181,,,,,,Medium
AUD_1745,Spontaneous,91,14,49.72,167,,,,,,Medium
AUD_1746,Reading,172,6,25.05,87,,,,,,High
AUD_1747,Reading,151,11,34.89,159,,,,,,Medium
AUD_1748,Reading,120,12,30.48,196,,,,,,Medium
AUD_1749,Spontaneous,169,8,86.59,75,,,,,,Medium
AUD_1750,Spontaneous,106,3,33.41,176,,,,,,High
AUD_1751,Spontaneous,97,4,80.32,101,,,,,,Medium
AUD_1752,Spontaneous,175,13,28.04,167,,,,,,High
AUD_1753,Reading,118,12,80.88,110,,,,,,Low
AUD_1754,Spontaneous,174,3,61.96,199,,,,,,High
AUD_1755,Reading,147,11,79.48,194,,,,,,High
AUD_1756,Spontaneous,178,12,80.71,188,,,,,,Medium
AUD_1757,Spontaneous,158,2,61.75,160,,,,,,Medium
AUD_1758,Reading,99,4,84.24,98,,,,,,High
AUD_1759,Spontaneous,167,5,60.98,156,,,,,,Low
AUD_1760,Reading,103,13,69.88,142,,,,,,High
AUD_1761,Reading,152,10,49.13,173,,,,,,Medium
AUD_1762,Spontaneous,135,13,83.98,110,,,,,,Medium
AUD_1763,Reading,154,3,77.69,189,,,,,,High
AUD_1764,Reading,159,10,31.67,190,,,,,,Medium
AUD_1765,Spontaneous,162,2,60.35,107,,,,,,Medium
AUD_1766,Reading,165,10,82.78,60,,,,,,Medium
AUD_1767,Reading,166,7,75.51,188,,,,,,High
AUD_1768,Spontaneous,127,9,87.38,171,,,,,,Medium
AUD_1769,Reading,170,4,36.19,154,,,,,,High
AUD_1770,Spontaneous,155,9,45.72,85,,,,,,High
AUD_1771,Reading,166,12,55.5,179,,,,,,Medium
AUD_1772,Spontaneous,179,10,36.29,136,,,,,,Medium
AUD_1773,Spontaneous,100,8,47.58,110,,,,,,High
AUD_1774,Spontaneous,123,5,57.63,127,,,,,,Medium
AUD_1775,Spontaneous,163,7,33.39,98,,,,,,High
AUD_1776,Spontaneous,98,7,37.97,189,,,,,,Medium
AUD_1777,Reading,139,3,28.74,55,,,,,,Medium
AUD_1778,Spontaneous,167,3,69.94,93,,,,,,High
AUD_1779,Spontaneous,92,12,45.31,72,,,,,,High
AUD_1780,Reading,175,6,35.42,164,,,,,,Medium
AUD_1781,Spontaneous,178,2,55.51,147,,,,,,Medium
AUD_1782,Reading,119,6,24.78,157,,,,,,Medium
AUD_1783,Reading,159,11,84.64,145,,,,,,High
AUD_1784,Spontaneous,101,4,40.61,75,,,,,,High
AUD_1785,Reading,160,4,82.05,184,,,,,,Medium
AUD_1786,Reading,133,9,54.83,82,,,,,,Medium
AUD_1787,Reading,167,12,79.51,131,,,,,,High
AUD_1788,Spontaneous,109,4,37.29,197,,,,,,High
AUD_1789,Reading,151,4,32.27,144,,,,,,High
AUD_1790,Spontaneous,161,2,79.46,178,,,,,,Medium
AUD_1791,Spontaneous,108,9,34.9,56,,,,,,Low
AUD_1792,Reading,164,14,72.23,173,,,,,,High
AUD_1793,Spontaneous,176,11,44.12,107,,,,,,Medium
AUD_1794,Reading,145,11,72.37,135,,,,,,Medium
AUD_1795,Reading,161,7,83.54,83,,,,,,Medium
AUD_1796,Spontaneous,138,12,88.71,100,,,,,,Medium
AUD_1797,Spontaneous,144,9,45.19,169,,,,,,Medium
AUD_1798,Spontaneous,91,4,45.73,187,,,,,,Medium
AUD_1799,Reading,137,12,88.7,160,,,,,,High
AUD_1800,Reading,142,7,80.31,155,,,,,,High
AUD_1801,Reading,150,13,23.16,75,,,,,,Medium
AUD_1802,Spontaneous,105,3,60.14,81,,,,,,Medium
AUD_1803,Reading,112,4,32.69,173,,,,,,Medium
AUD_1804,Reading,158,14,89.58,61,,,,,,High
AUD_1805,Reading,105,5,29.72,136,,,,,,Medium
AUD_1806,Reading,127,10,59.15,127,,,,,,Medium
AUD_1807,Spontaneous,113,13,66.56,83,,,,,,Low
AUD_1808,Reading,139,5,85.59,119,,,,,,Medium
AUD_1809,Spontaneous,179,8,79.31,57,,,,,,Medium
AUD_1810,Reading,167,13,37.2,130,,,,,,High
AUD_1811,Reading,114,9,60.08,75,,,,,,High
AUD_1812,Reading,123,6,86.75,106,,,,,,High
AUD_1813,Spontaneous,173,3,71.5,184,,,,,,Medium
AUD_1814,Spontaneous,171,12,68.18,75,,,,,,High
AUD_1815,Spontaneous,104,9,72.84,163,,,,,,Medium
AUD_1816,Reading,165,6,42.58,167,,,,,,Medium
AUD_1817,Reading,117,6,71.05,165,,,,,,High
AUD_1818,Spontaneous,139,8,36.3,96,,,,,,Medium
AUD_1819,Reading,90,7,49.97,151,,,,,,High
AUD_1820,Reading,180,4,82.3,173,,,,,,Medium
AUD_1821,Spontaneous,158,8,21.33,73,,,,,,High
AUD_1822,Reading,112,13,49.0,79,,,,,,Medium
AUD_1823,Reading,152,2,38.68,103,,,,,,Medium
AUD_1824,Reading,116,5,33.9,116,,,,,,High
AUD_1825,Spontaneous,98,5,78.7,81,,,,,,Medium
AUD_1826,Reading,128,7,68.75,57,,,,,,Medium
AUD_1827,Spontaneous,145,7,27.88,95,,,,,,High
AUD_1828,Reading,98,11,54.61,129,,,,,,Medium
AUD_1829,Spontaneous,137,9,52.68,84,,,,,,Medium
AUD_1830,Spontaneous,136,13,29.98,138,,,,,,Medium
AUD_1831,Spontaneous,147,2,75.98,128,,,,,,High
AUD_1832,Spontaneous,112,14,45.67,185,,,,,,Medium
AUD_1833,Reading,92,8,73.34,83,,,,,,Medium
AUD_1834,Spontaneous,119,5,33.44,74,,,,,,Low
AUD_1835,Reading,126,14,42.06,162,,,,,,Medium
AUD_1836,Reading,147,7,26.66,132,,,,,,High
AUD_1837,Spontaneous,174,11,30.04,92,,,,,,High
AUD_1838,Reading,108,10,81.82,175,,,,,,Medium
AUD_1839,Reading,152,4,27.64,62,,,,,,High
AUD_1840,Reading,99,9,26.7,174,,,,,,Medium
AUD_1841,Reading,107,4,85.83,125,,,,,,High
AUD_1842,Spontaneous,136,7,65.21,136,,,,,,Medium
AUD_1843,Reading,154,3,27.06,153,,,,,,Medium
AUD_1844,Reading,167,10,88.02,179,,,,,,Medium
AUD_1845,Reading,157,14,30.3,89,,,,,,High
AUD_1846,Reading,91,3,73.64,72,,,,,,Medium
AUD_1847,Reading,152,13,22.44,118,,,,,,Medium
AUD_1848,Spontaneous,164,6,63.72,83,,,,,,High
AUD_1849,Reading,137,7,58.27,104,,,,,,High
AUD_1850,Spontaneous,177,5,34.56,155,,,,,,High
AUD_1851,Reading,90,13,65.02,53,,,,,,High
AUD_1852,Spontaneous,164,8,63.19,119,,,,,,Medium
AUD_1853,Reading,120,14,75.88,96,,,,,,Medium
AUD_1854,Reading,149,8,81.31,163,,,,,,High
AUD_1855,Spontaneous,152,13,55.71,166,,,,,,Medium
AUD_1856,Spontaneous,118,8,54.32,167,,,,,,Medium
AUD_1857,Spontaneous,180,12,63.51,56,,,,,,High
AUD_1858,Reading,99,8,71.04,162,,,,,,High
AUD_1859,Spontaneous,104,14,44.93,147,,,,,,High
AUD_1860,Spontaneous,170,11,55.32,78,,,,,,High
AUD_1861,Spontaneous,101,12,60.96,164,,,,,,Medium
AUD_1862,Reading,124,11,89.19,189,,,,,,Medium
AUD_1863,Reading,156,10,61.14,194,,,,,,High
AUD_1864,Reading,161,3,35.69,86,,,,,,High
AUD_1865,Spontaneous,176,6,61.16,83,,,,,,High
AUD_1866,Reading,161,11,77.36,183,,,,,,Medium
AUD_1867,Reading,166,10,80.02,145,,,,,,High
AUD_1868,Reading,175,13,76.02,122,,,,,,Medium
AUD_1869,Reading,140,14,82.17,171,,,,,,High
AUD_1870,Spontaneous,121,12,43.43,199,,,,,,High
AUD_1871,Reading,159,12,55.53,59,,,,,,Medium
AUD_1872,Spontaneous,105,3,74.57,78,,,,,,Medium
AUD_1873,Spontaneous,96,4,38.51,188,,,,,,Medium
AUD_1874,Spontaneous,161,8,46.01,141,,,,,,High
AUD_1875,Spontaneous,176,10,78.18,105,,,,,,Medium
AUD_1876,Spontaneous,130,4,73.91,134,,,,,,Medium
AUD_1877,Spontaneous,104,11,87.98,144,,,,,,Medium
AUD_1878,Reading,135,9,89.72,107,,,,,,Medium
AUD_1879,Spontaneous,125,12,36.85,101,,,,,,Medium
AUD_1880,Reading,124,9,83.03,110,,,,,,Medium
AUD_1881,Spontaneous,147,13,26.62,66,,,,,,Medium
AUD_1882,Reading,106,5,69.69,79,,,,,,High
AUD_1883,Spontaneous,124,12,35.41,121,,,,,,High
AUD_1884,Reading,168,14,41.02,86,,,,,,Medium
AUD_1885,Reading,156,7,86.24,182,,,,,,High
AUD_1886,Spontaneous,95,12,38.42,129,,,,,,Medium
AUD_1887,Spontaneous,136,13,67.12,178,,,,,,High
AUD_1888,Spontaneous,98,9,32.47,186,,,,,,High
AUD_1889,Spontaneous,176,13,26.54,120,,,,,,High
AUD_1890,Reading,112,10,43.75,156,,,,,,Medium
AUD_1891,Reading,174,3,63.69,182,,,,,,Medium
AUD_1892,Spontaneous,165,2,37.36,170,,,,,,High
AUD_1893,Spontaneous,140,6,41.01,124,,,,,,Medium
AUD_1894,Reading,120,11,69.61,117,,,,,,High
AUD_1895,Spontaneous,167,4,27.2,187,,,,,,Medium
AUD_1896,Reading,104,12,51.28,147,,,,,,High
AUD_1897,Spontaneous,106,14,85.92,181,,,,,,Medium
AUD_1898,Spontaneous,110,7,47.79,101,,,,,,Medium
AUD_1899,Reading,144,13,50.39,123,,,,,,Medium
AUD_1900,Reading,118,12,71.67,67,,,,,,High
AUD_1901,Spontaneous,179,2,74.53,125,,,,,,Low
AUD_1902,Reading,108,13,73.87,157,,,,,,Medium
AUD_1903,Spontaneous,162,12,89.85,109,,,,,,Medium
AUD_1904,Reading,99,5,25.0,86,,,,,,High
AUD_1905,Spontaneous,122,7,88.76,126,,,,,,High
AUD_1906,Spontaneous,112,3,86.51,195,,,,,,Medium
AUD_1907,Spontaneous,178,12,79.65,175,,,,,,Medium
AUD_1908,Reading,92,12,51.79,78,,,,,,High
AUD_1909,Reading,155,9,80.96,157,,,,,,Medium
AUD_1910,Reading,112,5,35.46,79,,,,,,High
AUD_1911,Reading,163,3,75.42,168,,,,,,High
AUD_1912,Spontaneous,118,2,32.97,151,,,,,,Medium
AUD_1913,Reading,107,9,77.08,56,,,,,,High
AUD_1914,Reading,152,11,63.02,123,,,,,,Medium
AUD_1915,Reading,113,2,26.86,86,,,,,,Medium
AUD_1916,Spontaneous,134,8,82.67,76,,,,,,Medium
AUD_1917,Reading,102,8,60.46,70,,,,,,Low
AUD_1918,Reading,155,14,65.94,92,,,,,,Low
AUD_1919,Spontaneous,127,7,39.85,100,,,,,,Medium
AUD_1920,Spontaneous,103,9,81.01,142,,,,,,High
AUD_1921,Spontaneous,157,11,58.16,120,,,,,,Medium
AUD_1922,Spontaneous,99,2,49.48,62,,,,,,High
AUD_1923,Spontaneous,142,13,57.4,158,,,,,,Medium
AUD_1924,Spontaneous,145,2,69.23,163,,,,,,High
AUD_1925,Spontaneous,174,14,68.65,174,,,,,,Medium
AUD_1926,Reading,104,2,45.03,154,,,,,,High
AUD_1927,Spontaneous,149,7,46.97,190,,,,,,Medium
AUD_1928,Spontaneous,124,8,59.36,86,,,,,,Medium
AUD_1929,Spontaneous,126,11,84.71,189,,,,,,High
AUD_1930,Spontaneous,135,10,72.18,67,,,,,,Medium
AUD_1931,Spontaneous,111,11,47.33,171,,,,,,High
AUD_1932,Reading,132,6,43.59,134,,,,,,High
AUD_1933,Reading,152,2,56.65,166,,,,,,Medium
AUD_1934,Reading,131,10,80.9,167,,,,,,High
AUD_1935,Reading,94,6,20.61,111,,,,,,Medium
AUD_1936,Reading,113,7,69.73,73,,,,,,High
AUD_1937,Reading,122,10,40.62,109,,,,,,High
AUD_1938,Reading,122,3,34.59,194,,,,,,High
AUD_1939,Spontaneous,97,4,20.85,155,,,,,,High
AUD_1940,Spontaneous,130,8,82.76,109,,,,,,Medium
AUD_1941,Spontaneous,152,4,83.86,58,,,,,,High
AUD_1942,Spontaneous,94,3,24.3,192,,,,,,High
AUD_1943,Spontaneous,158,8,56.53,126,,,,,,High
AUD_1944,Spontaneous,176,9,30.68,130,,,,,,Medium
AUD_1945,Reading,91,10,73.11,175,,,,,,Medium
AUD_1946,Spontaneous,107,3,66.58,186,,,,,,High
AUD_1947,Spontaneous,139,14,40.8,105,,,,,,High
AUD_1948,Spontaneous,110,3,28.19,143,,,,,,Medium
AUD_1949,Reading,159,12,78.19,176,,,,,,Medium
AUD_1950,Reading,118,8,67.2,85,,,,,,Medium
AUD_1951,Reading,116,5,20.48,177,,,,,,High
AUD_1952,Spontaneous,90,6,63.95,69,,,,,,Medium
AUD_1953,Spontaneous,114,2,76.72,104,,,,,,High
AUD_1954,Spontaneous,110,7,61.35,109,,,,,,Medium
AUD_1955,Reading,121,11,49.73,178,,,,,,High
AUD_1956,Reading,103,14,60.87,94,,,,,,Medium
AUD_1957,Spontaneous,144,9,63.38,73,,,,,,High
AUD_1958,Reading,111,12,64.8,53,,,,,,High
AUD_1959,Spontaneous,165,2,87.69,140,,,,,,High
AUD_1960,Reading,116,3,32.51,156,,,,,,High
AUD_1961,Reading,109,8,63.62,62,,,,,,Medium
AUD_1962,Reading,95,3,33.16,198,,,,,,High
AUD_1963,Spontaneous,157,10,34.7,150,,,,,,Medium
AUD_1964,Reading,136,7,66.85,144,,,,,,High
AUD_1965,Spontaneous,100,13,84.12,106,,,,,,Low
AUD_1966,Spontaneous,110,13,31.13,120,,,,,,Low
AUD_1967,Spontaneous,180,6,87.37,149,,,,,,Medium
AUD_1968,Reading,163,8,42.36,156,,,,,,High
AUD_1969,Reading,121,11,47.39,139,,,,,,Low
AUD_1970,Reading,139,9,30.76,157,,,,,,High
AUD_1971,Spontaneous,127,14,63.11,179,,,,,,Medium
AUD_1972,Reading,93,10,61.75,92,,,,,,Medium
AUD_1973,Reading,160,7,50.96,92,,,,,,High
AUD_1974,Spontaneous,155,6,53.33,112,,,,,,High
AUD_1975,Spontaneous,127,8,63.61,122,,,,,,High
AUD_1976,Spontaneous,166,3,60.84,166,,,,,,Medium
AUD_1977,Reading,138,9,46.2,97,,,,,,Medium
AUD_1978,Reading,96,13,81.89,54,,,,,,Medium
AUD_1979,Spontaneous,113,5,66.74,125,,,,,,Medium
AUD_1980,Reading,132,2,34.38,84,,,,,,High
AUD_1981,Spontaneous,99,4,42.39,142,,,,,,Medium
AUD_1982,Reading,141,14,75.15,193,,,,,,Medium
AUD_1983,Spontaneous,101,10,27.32,132,,,,,,High
AUD_1984,Reading,108,5,72.52,109,,,,,,Medium
AUD_1985,Spontaneous,170,11,45.12,156,,,,,,High
AUD_1986,Spontaneous,180,11,58.62,166,,,,,,Medium
AUD_1987,Spontaneous,140,12,39.64,100,,,,,,Medium
AUD_1988,Reading,146,4,89.05,176,,,,,,Medium
AUD_1989,Reading,162,5,83.41,140,,,,,,High
AUD_1990,Reading,153,4,84.99,131,,,,,,Low
AUD_1991,Spontaneous,106,4,32.93,108,,,,,,Medium
AUD_1992,Spontaneous,127,3,78.92,113,,,,,,Medium
AUD_1993,Spontaneous,138,7,57.48,154,,,,,,Medium
AUD_1994,Spontaneous,122,14,69.55,190,,,,,,High
AUD_1995,Spontaneous,106,11,35.23,119,,,,,,High
AUD_1996,Spontaneous,156,7,69.84,180,,,,,,High
AUD_1997,Spontaneous,108,11,84.0,61,,,,,,High
AUD_1998,Spontaneous,113,5,38.72,90,,,,,,High
AUD_1999,Spontaneous,116,9,36.34,154,,,,,,High
AUD_2000,Reading,105,7,27.31,114,,,,,,Low
AUD_2001,Spontaneous,166,13,38.68,112,,,,,,Medium
AUD_2002,Reading,145,9,57.51,57,,,,,,Medium
AUD_2003,Spontaneous,165,7,78.29,60,,,,,,High
AUD_2004,Reading,134,14,39.52,66,,,,,,High
AUD_2005,Spontaneous,137,10,63.48,173,,,,,,High
AUD_2006,Reading,145,4,53.57,144,,,,,,Medium
AUD_2007,Spontaneous,123,4,40.2,164,,,,,,Medium
AUD_2008,Spontaneous,135,3,55.73,172,,,,,,Medium
AUD_2009,Spontaneous,139,11,31.76,136,,,,,,High
AUD_2010,Reading,176,7,64.77,105,,,,,,High
AUD_2011,Spontaneous,169,8,28.1,143,,,,,,High
AUD_2012,Reading,102,8,71.17,147,,,,,,Medium
AUD_2013,Reading,94,6,32.44,68,,,,,,Low
AUD_2014,Reading,151,7,89.87,106,,,,,,Medium
AUD_2015,Reading,94,8,77.66,65,,,,,,Medium
AUD_2016,Reading,95,12,44.07,94,,,,,,Medium
AUD_2017,Spontaneous,104,3,49.83,162,,,,,,High
AUD_2018,Reading,122,11,38.14,170,,,,,,Medium
AUD_2019,Reading,129,13,73.7,152,,,,,,High
AUD_2020,Reading,137,8,46.65,176,,,,,,Medium
AUD_2021,Reading,179,2,72.86,93,,,,,,High
AUD_2022,Spontaneous,125,7,21.29,158,,,,,,Medium
AUD_2023,Spontaneous,112,9,29.49,158,,,,,,High
AUD_2024,Spontaneous,142,14,45.55,159,,,,,,High
AUD_2025,Reading,109,2,27.62,160,,,,,,Medium
AUD_2026,Reading,175,2,62.08,179,,,,,,Medium
AUD_2027,Reading,113,7,23.56,183,,,,,,High
AUD_2028,Spontaneous,179,6,80.18,58,,,,,,High
AUD_2029,Reading,128,4,73.29,64,,,,,,Medium
AUD_2030,Spontaneous,163,11,35.14,107,,,,,,High
AUD_2031,Reading,148,14,53.87,51,,,,,,Medium
AUD_2032,Reading,174,11,51.63,180,,,,,,Medium
AUD_2033,Spontaneous,146,8,70.74,104,,,,,,Medium
AUD_2034,Reading,142,8,48.11,102,,,,,,Medium
AUD_2035,Spontaneous,149,8,22.31,143,,,,,,High
AUD_2036,Reading,161,7,39.16,121,,,,,,Medium
AUD_2037,Spontaneous,171,5,52.63,89,,,,,,High
AUD_2038,Reading,114,10,88.21,88,,,,,,Medium
AUD_2039,Reading,108,13,81.68,190,,,,,,High
AUD_2040,Reading,93,10,32.7,153,,,,,,Medium
AUD_2041,Reading,123,8,70.63,154,,,,,,Medium
AUD_2042,Reading,166,8,85.58,104,,,,,,Medium
AUD_2043,Spontaneous,96,9,20.62,191,,,,,,High
AUD_2044,Spontaneous,138,12,70.47,114,,,,,,High
AUD_2045,Reading,153,6,52.15,73,,,,,,Medium
AUD_2046,Spontaneous,165,12,67.62,164,,,,,,Medium
AUD_2047,Spontaneous,143,10,62.39,162,,,,,,High
AUD_2048,Spontaneous,107,7,88.93,71,,,,,,Medium
AUD_2049,Spontaneous,177,8,40.22,127,,,,,,High
AUD_2050,Reading,99,13,75.03,94,,,,,,Low
AUD_2051,Spontaneous,159,8,36.42,185,,,,,,Low
AUD_2052,Spontaneous,98,10,50.49,113,,,,,,High
AUD_2053,Reading,103,8,88.28,146,,,,,,High
AUD_2054,Reading,171,4,73.63,164,,,,,,Medium
AUD_2055,Reading,158,7,42.11,70,,,,,,Medium
AUD_2056,Reading,123,7,63.36,154,,,,,,High
AUD_2057,Reading,147,12,23.48,94,,,,,,Medium
AUD_2058,Reading,131,13,38.65,93,,,,,,Medium
AUD_2059,Reading,96,8,70.29,90,,,,,,High
AUD_2060,Reading,155,7,59.91,145,,,,,,Medium
AUD_2061,Spontaneous,159,5,52.88,188,,,,,,High
AUD_2062,Reading,169,7,68.36,150,,,,,,High
AUD_2063,Spontaneous,139,4,47.89,164,,,,,,High
AUD_2064,Reading,151,2,21.83,67,,,,,,Medium
AUD_2065,Reading,129,2,50.87,188,,,,,,Medium
AUD_2066,Spontaneous,119,6,83.15,76,,,,,,High
AUD_2067,Reading,127,12,79.96,151,,,,,,High
AUD_2068,Reading,172,14,48.63,78,,,,,,High
AUD_2069,Spontaneous,105,9,21.56,198,,,,,,Medium
AUD_2070,Spontaneous,112,4,64.54,78,,,,,,Medium
AUD_2071,Spontaneous,145,14,71.88,186,,,,,,High
AUD_2072,Spontaneous,100,3,40.6,151,,,,,,High
AUD_2073,Spontaneous,170,9,53.37,140,,,,,,Low
AUD_2074,Spontaneous,94,10,89.43,54,,,,,,High
AUD_2075,Reading,158,10,60.34,146,,,,,,Medium
AUD_2076,Reading,124,3,44.58,64,,,,,,Medium
AUD_2077,Reading,95,13,63.92,54,,,,,,High
AUD_2078,Reading,166,9,32.6,197,,,,,,Medium
AUD_2079,Reading,148,3,33.95,150,,,,,,High
AUD_2080,Spontaneous,91,8,84.74,130,,,,,,Medium
AUD_2081,Spontaneous,114,9,36.74,163,,,,,,Medium
AUD_2082,Reading,122,2,41.76,53,,,,,,High
AUD_2083,Spontaneous,119,9,58.06,83,,,,,,Medium
AUD_2084,Reading,135,4,82.98,89,,,,,,High
AUD_2085,Spontaneous,137,14,74.7,199,,,,,,Medium
AUD_2086,Reading,126,2,23.06,176,,,,,,High
AUD_2087,Reading,120,8,68.51,191,,,,,,Medium
AUD_2088,Reading,135,11,55.28,185,,,,,,High
AUD_2089,Spontaneous,93,4,53.29,177,,,,,,Medium
AUD_2090,Spontaneous,148,9,68.41,116,,,,,,High
AUD_2091,Reading,145,10,33.74,163,,,,,,High
AUD_2092,Spontaneous,115,3,88.7,168,,,,,,High
AUD_2093,Reading,106,2,65.17,143,,,,,,High
AUD_2094,Reading,97,9,45.6,61,,,,,,High
AUD_2095,Spontaneous,143,11,62.01,101,,,,,,High
AUD_2096,Reading,141,7,35.15,51,,,,,,Medium
AUD_2097,Reading,138,11,64.37,50,,,,,,High
AUD_2098,Reading,179,2,21.98,104,,,,,,High
AUD_2099,Spontaneous,138,4,43.88,153,,,,,,High
AUD_2100,Reading,155,10,72.33,148,,,,,,Medium
AUD_2101,Reading,100,10,76.56,117,,,,,,Medium
AUD_2102,Reading,117,7,37.7,131,,,,,,Medium
AUD_2103,Reading,115,4,57.76,189,,,,,,High
AUD_2104,Spontaneous,142,9,56.99,99,,,,,,Medium
AUD_2105,Reading,120,7,49.5,70,,,,,,High
AUD_2106,Reading,148,2,35.99,59,,,,,,Medium
AUD_2107,Spontaneous,152,7,69.23,134,,,,,,High
AUD_2108,Spontaneous,93,14,37.67,153,,,,,,Medium
AUD_2109,Spontaneous,148,6,83.77,138,,,,,,Medium
AUD_2110,Spontaneous,101,9,57.0,163,,,,,,High
AUD_2111,Spontaneous,132,14,80.93,164,,,,,,High
AUD_2112,Spontaneous,155,3,40.35,63,,,,,,High
AUD_2113,Reading,153,13,76.5,153,,,,,,High
AUD_2114,Reading,117,8,27.96,131,,,,,,High
AUD_2115,Spontaneous,115,7,73.68,79,,,,,,Medium
AUD_2116,Reading,130,2,47.09,63,,,,,,Medium
AUD_2117,Spontaneous,107,13,52.9,159,,,,,,High
AUD_2118,Reading,178,9,31.68,194,,,,,,Medium
AUD_2119,Spontaneous,121,7,21.3,111,,,,,,High
AUD_2120,Spontaneous,173,14,66.63,159,,,,,,Medium
AUD_2121,Reading,172,4,61.14,199,,,,,,Medium
AUD_2122,Spontaneous,123,6,63.57,102,,,,,,Medium
AUD_2123,Reading,113,8,37.85,125,,,,,,High
AUD_2124,Spontaneous,159,10,36.75,104,,,,,,High
AUD_2125,Spontaneous,111,5,78.12,71,,,,,,Medium
AUD_2126,Reading,137,13,73.29,152,,,,,,Medium
AUD_2127,Spontaneous,100,3,43.58,94,,,,,,Medium
AUD_2128,Reading,125,4,64.65,168,,,,,,High
AUD_2129,Reading,97,8,77.97,57,,,,,,Low
AUD_2130,Reading,116,9,82.22,114,,,,,,Medium
AUD_2131,Reading,150,6,20.41,54,,,,,,Medium
AUD_2132,Reading,179,4,76.94,94,,,,,,Medium
AUD_2133,Spontaneous,113,2,44.53,95,,,,,,High
AUD_2134,Spontaneous,133,11,70.29,194,,,,,,High
AUD_2135,Reading,130,14,46.0,128,,,,,,High
AUD_2136,Spontaneous,107,2,62.44,197,,,,,,High
AUD_2137,Reading,145,12,65.27,115,,,,,,High
AUD_2138,Spontaneous,155,3,48.35,53,,,,,,Medium
AUD_2139,Reading,103,6,55.89,137,,,,,,High
AUD_2140,Spontaneous,158,4,70.84,104,,,,,,Medium
AUD_2141,Reading,153,14,53.34,108,,,,,,Medium
AUD_2142,Spontaneous,108,8,20.98,51,,,,,,Medium
AUD_2143,Reading,148,3,20.9,95,,,,,,Medium
AUD_2144,Reading,125,3,66.29,51,,,,,,High
AUD_2145,Spontaneous,151,4,79.31,178,,,,,,Medium
AUD_2146,Reading,135,14,74.97,62,,,,,,Medium
AUD_2147,Reading,94,13,41.73,119,,,,,,Medium
AUD_2148,Spontaneous,161,2,52.98,71,,,,,,High
AUD_2149,Spontaneous,140,3,36.39,66,,,,,,High
AUD_2150,Reading,155,6,89.24,135,,,,,,High
AUD_2151,Reading,101,4,38.24,119,,,,,,Medium
AUD_2152,Reading,155,12,49.14,165,,,,,,Low
AUD_2153,Reading,127,11,67.68,52,,,,,,Medium
AUD_2154,Spontaneous,162,7,81.32,159,,,,,,Medium
AUD_2155,Reading,144,3,23.6,130,,,,,,Medium
AUD_2156,Reading,122,9,41.07,150,,,,,,High
AUD_2157,Spontaneous,108,5,59.83,84,,,,,,High
AUD_2158,Spontaneous,163,4,63.28,184,,,,,,High
AUD_2159,Reading,140,6,24.9,99,,,,,,High
AUD_2160,Spontaneous,179,9,66.49,59,,,,,,High
AUD_2161,Spontaneous,124,10,56.96,68,,,,,,Medium
AUD_2162,Spontaneous,152,2,77.93,72,,,,,,High
AUD_2163,Reading,146,5,35.55,144,,,,,,High
AUD_2164,Reading,147,7,33.65,113,,,,,,Medium
AUD_2165,Reading,156,7,75.53,145,,,,,,High
AUD_2166,Spontaneous,103,14,69.27,146,,,,,,High
AUD_2167,Reading,139,10,75.42,58,,,,,,High
AUD_2168,Reading,136,2,74.74,174,,,,,,High
AUD_2169,Reading,121,14,27.28,67,,,,,,Medium
AUD_2170,Spontaneous,129,6,39.5,131,,,,,,High
AUD_2171,Reading,137,11,38.21,78,,,,,,Medium
AUD_2172,Reading,119,2,85.42,165,,,,,,Medium
AUD_2173,Reading,116,7,54.12,132,,,,,,High
AUD_2174,Reading,156,10,27.77,110,,,,,,Medium
AUD_2175,Spontaneous,96,5,40.27,182,,,,,,High
AUD_2176,Reading,118,11,81.03,154,,,,,,High
AUD_2177,Reading,149,11,79.29,163,,,,,,Medium
AUD_2178,Spontaneous,109,10,83.02,118,,,,,,High
AUD_2179,Spontaneous,142,4,47.2,167,,,,,,High
