sample_id,speaker_id,age,gender,region,education_level,english_learning_years,task_type,speech_duration_sec,word_count,speaking_rate_wpm,pause_count,pronunciation_score,fluency_score,intonation_score,overall_score,target_level
AUD_1389,1910,35,Female,Shanghai,Postgraduate,10,Reading,48.29,144,116.4,3,68,70,65,67.7,Medium
AUD_1390,1919,33,Female,Zhejiang,Postgraduate,5,Spontaneous,87.73,120,102.62,3,65,76,96,77.6,High
AUD_1391,1549,23,Male,Zhejiang,High School,4,Reading,39.42,93,152.76,3,80,60,65,69.5,Medium
AUD_1392,1418,42,Male,Shanghai,Undergraduate,3,Spontaneous,69.72,113,118.92,9,65,97,95,83.6,High
AUD_1393,1605,41,Female,Shanghai,Postgraduate,14,Spontaneous,63.92,195,162.25,11,75,50,85,70.5,Medium
AUD_1394,1094,31,Female,Henan,High School,8,Spontaneous,20.84,62,177.46,5,52,68,83,66.1,Medium
AUD_1395,1816,44,Male,Jiangsu,Postgraduate,12,Spontaneous,81.97,62,93.93,5,72,81,88,79.5,High
AUD_1396,1580,41,Female,Guangdong,High School,3,Reading,29.77,74,179.38,11,58,57,73,62.199999999999996,Medium
AUD_1397,1317,25,Male,Shanghai,Postgraduate,13,Reading,66.45,54,112.87,11,73,68,88,76.0,High
AUD_1398,1955,24,Male,Guangdong,Postgraduate,7,Spontaneous,74.29,177,127.81,12,82,65,55,68.80000000000001,Medium
AUD_1399,1235,25,Male,Henan,High School,11,Spontaneous,64.16,88,160.0,4,63,84,69,71.10000000000001,Medium
AUD_1400,1945,30,Female,Hubei,Undergraduate,13,Reading,26.8,157,149.88,6,77,51,58,63.5,Medium
AUD_1401,1333,23,Female,Beijing,High School,11,Reading,88.26,187,160.06,5,73,61,98,76.9,High
AUD_1402,1884,35,Female,Zhejiang,Undergraduate,14,Spontaneous,36.58,74,131.97,8,92,78,70,81.2,High
AUD_1403,1375,19,Male,Jiangsu,Postgraduate,6,Reading,63.95,123,172.45,11,99,59,60,75.3,High
AUD_1404,1458,25,Male,Zhejiang,Postgraduate,9,Reading,75.8,88,161.09,8,56,71,97,72.8,Medium
AUD_1405,1136,28,Male,Jiangsu,High School,13,Reading,85.75,65,117.83,7,87,83,79,83.4,High
AUD_1406,1929,18,Female,Henan,High School,9,Spontaneous,62.28,81,175.36,8,93,70,50,73.2,Medium
AUD_1407,1587,39,Male,Beijing,Undergraduate,6,Spontaneous,38.13,112,176.49,13,74,86,76,78.2,High
AUD_1408,1994,23,Male,Zhejiang,Undergraduate,7,Spontaneous,78.56,142,127.35,8,51,54,97,65.7,Medium
AUD_1409,1546,33,Female,Beijing,Undergraduate,13,Spontaneous,31.43,94,148.68,14,94,55,98,83.5,High
AUD_1410,1512,44,Male,Henan,High School,11,Spontaneous,21.56,102,163.33,9,50,81,55,60.8,Medium
AUD_1411,1295,37,Male,Jiangsu,Postgraduate,9,Reading,83.57,99,163.56,12,72,52,92,72.0,Medium
AUD_1412,1319,29,Female,Shanghai,High School,9,Reading,60.28,75,91.27,14,96,59,56,72.9,Medium
AUD_1413,1917,28,Female,Hubei,Postgraduate,12,Reading,24.87,180,146.61,2,89,54,97,80.89999999999999,High
AUD_1414,1571,44,Male,Zhejiang,High School,9,Spontaneous,60.58,139,177.63,4,67,73,71,70.0,Medium
AUD_1415,1831,27,Female,Beijing,High School,11,Reading,30.15,88,110.82,13,96,69,83,84.0,High
AUD_1416,1348,20,Male,Sichuan,Undergraduate,7,Spontaneous,22.2,102,161.6,4,57,86,69,69.3,Medium
AUD_1417,1839,30,Female,Zhejiang,Postgraduate,8,Spontaneous,28.16,71,138.08,6,83,80,94,85.4,High
AUD_1418,1778,44,Male,Zhejiang,High School,5,Spontaneous,74.26,183,109.93,11,92,96,94,93.8,High
AUD_1419,1872,20,Female,Zhejiang,High School,3,Spontaneous,72.9,101,94.59,14,57,66,64,61.8,Medium
AUD_1420,1228,32,Male,Guangdong,Postgraduate,13,Spontaneous,62.3,124,158.39,14,78,98,96,89.4,High
AUD_1421,1269,33,Female,Beijing,High School,14,Spontaneous,34.65,122,118.48,8,62,73,58,64.1,Medium
AUD_1422,1827,30,Female,Beijing,Postgraduate,4,Reading,71.73,78,123.8,11,50,67,67,60.19999999999999,Medium
AUD_1423,1797,34,Female,Zhejiang,Undergraduate,10,Spontaneous,48.56,171,133.67,7,78,75,95,82.2,High
AUD_1424,1290,20,Female,Henan,Undergraduate,3,Reading,55.75,135,135.65,5,99,91,95,95.4,High
AUD_1425,1724,37,Female,Henan,Postgraduate,12,Spontaneous,82.83,95,108.56,7,86,56,85,76.7,High
AUD_1426,1164,28,Female,Shanghai,Undergraduate,9,Reading,52.05,53,150.36,8,50,92,95,76.1,High
AUD_1427,1004,44,Female,Zhejiang,Postgraduate,7,Spontaneous,63.85,51,152.33,5,93,63,91,83.4,High
AUD_1428,1850,38,Male,Guangdong,High School,8,Spontaneous,87.32,182,102.81,12,54,90,79,72.3,Medium
AUD_1429,1378,36,Male,Jiangsu,High School,10,Reading,51.6,95,137.96,9,97,98,60,86.2,High
AUD_1430,1077,39,Female,Guangdong,Postgraduate,6,Spontaneous,59.25,128,144.83,6,99,51,82,79.5,High
AUD_1431,1409,28,Female,Henan,High School,8,Spontaneous,60.91,196,106.76,4,51,79,95,72.6,Medium
AUD_1432,1573,33,Male,Shanghai,Undergraduate,13,Reading,36.85,108,170.5,3,96,98,89,94.50000000000001,High
AUD_1433,1131,38,Male,Henan,High School,5,Reading,71.58,121,133.45,2,71,66,55,64.7,Medium
AUD_1434,1600,20,Female,Henan,High School,9,Spontaneous,70.86,69,100.35,5,79,69,92,79.89999999999999,High
AUD_1435,1748,39,Male,Henan,Postgraduate,4,Reading,34.95,102,120.1,3,60,59,95,70.2,Medium
AUD_1436,1041,23,Male,Zhejiang,Undergraduate,14,Reading,20.93,156,132.93,13,78,73,88,79.5,High
AUD_1437,1088,31,Female,Henan,High School,10,Spontaneous,89.93,104,90.91,4,91,93,71,85.6,High
AUD_1438,1401,41,Female,Beijing,High School,9,Reading,60.71,170,92.87,2,52,61,88,65.5,Medium
AUD_1439,1295,35,Female,Hubei,Postgraduate,14,Spontaneous,32.67,64,95.0,14,94,76,68,80.80000000000001,High
AUD_1440,1839,34,Male,Sichuan,Postgraduate,14,Reading,39.85,50,138.43,7,62,64,71,65.3,Medium
AUD_1441,1294,21,Female,Zhejiang,Undergraduate,10,Spontaneous,63.25,144,120.25,5,52,58,80,62.2,Medium
AUD_1442,1615,40,Female,Shanghai,High School,4,Spontaneous,29.63,186,170.38,6,59,67,91,71.0,Medium
AUD_1443,1525,32,Male,Beijing,Postgraduate,5,Spontaneous,22.61,67,140.33,9,53,97,74,72.5,Medium
AUD_1444,1799,28,Female,Guangdong,Postgraduate,14,Reading,75.89,154,158.39,12,63,56,90,69.0,Medium
AUD_1445,1690,43,Male,Henan,Postgraduate,6,Spontaneous,70.11,114,151.84,5,72,77,99,81.6,High
AUD_1446,1636,20,Male,Jiangsu,Undergraduate,14,Reading,41.67,126,136.83,7,66,95,98,84.30000000000001,High
AUD_1447,1421,20,Male,Jiangsu,Postgraduate,11,Spontaneous,24.09,165,157.02,4,50,85,79,69.2,Medium
AUD_1448,1864,33,Male,Hubei,Undergraduate,14,Spontaneous,54.04,118,139.02,9,64,52,94,69.4,Medium
AUD_1449,1022,22,Male,Zhejiang,Undergraduate,14,Spontaneous,39.33,191,124.69,14,51,93,53,64.19999999999999,Medium
AUD_1450,1574,38,Male,Guangdong,High School,7,Reading,47.84,124,129.22,4,67,65,75,68.8,Medium
AUD_1451,1142,27,Female,Hubei,High School,8,Spontaneous,39.18,100,165.47,8,88,85,56,77.5,High
AUD_1452,1992,36,Female,Sichuan,Undergraduate,3,Spontaneous,32.27,64,140.69,8,71,53,89,71.0,Medium
AUD_1453,1664,42,Female,Sichuan,High School,6,Reading,47.09,118,123.96,4,77,84,97,85.1,High
AUD_1454,1144,21,Male,Hubei,High School,6,Spontaneous,87.54,64,106.18,4,79,58,61,67.3,Medium
AUD_1455,1224,36,Female,Shanghai,Postgraduate,12,Spontaneous,38.64,79,134.58,11,62,95,50,68.3,Medium
AUD_1456,1502,28,Male,Jiangsu,High School,10,Reading,43.52,127,112.72,11,52,61,55,55.6,Low
AUD_1457,1961,19,Female,Guangdong,Undergraduate,10,Reading,43.05,84,176.0,13,52,59,50,53.5,Low
AUD_1458,1973,27,Male,Zhejiang,High School,12,Reading,53.62,118,134.19,12,94,95,57,83.19999999999999,High
AUD_1459,1820,28,Female,Henan,Postgraduate,8,Spontaneous,79.05,189,90.81,9,75,93,93,85.8,High
AUD_1460,1615,42,Male,Beijing,Undergraduate,10,Reading,48.15,95,98.36,12,53,93,97,78.2,High
AUD_1461,1103,37,Female,Zhejiang,High School,11,Spontaneous,76.43,175,115.59,4,65,51,82,65.89999999999999,Medium
AUD_1462,1946,33,Male,Zhejiang,Undergraduate,7,Spontaneous,28.05,134,98.29,3,77,68,53,67.1,Medium
AUD_1463,1038,36,Female,Guangdong,High School,3,Reading,82.64,97,170.46,6,57,62,99,71.1,Medium
AUD_1464,1946,40,Male,Jiangsu,Postgraduate,3,Reading,32.97,116,166.89,12,89,91,89,89.60000000000001,High
AUD_1465,1197,41,Female,Guangdong,High School,4,Spontaneous,22.74,138,177.38,8,65,82,55,67.1,Medium
AUD_1466,1645,28,Female,Beijing,Undergraduate,4,Reading,31.08,101,153.58,9,80,50,94,75.2,High
AUD_1467,1578,31,Female,Hubei,Undergraduate,7,Reading,33.35,71,148.09,2,72,77,52,67.5,Medium
AUD_1468,1390,19,Male,Guangdong,Undergraduate,9,Spontaneous,55.6,148,173.11,13,51,89,64,66.3,Medium
AUD_1469,1178,40,Male,Shanghai,High School,9,Reading,51.5,180,175.18,3,58,55,55,56.2,Low
AUD_1470,1967,22,Male,Zhejiang,High School,6,Reading,70.11,137,168.97,14,76,52,55,62.5,Medium
AUD_1471,1553,44,Male,Jiangsu,High School,6,Reading,23.57,185,167.53,8,94,94,86,91.6,High
AUD_1472,1447,22,Male,Henan,Postgraduate,13,Spontaneous,54.84,167,150.45,10,71,74,76,73.4,Medium
AUD_1473,1499,36,Female,Sichuan,Postgraduate,12,Reading,43.27,88,90.14,4,93,93,91,92.39999999999999,High
AUD_1474,1014,38,Male,Beijing,Postgraduate,5,Reading,64.15,67,128.66,9,83,65,90,79.7,High
AUD_1475,1622,29,Female,Sichuan,Undergraduate,13,Spontaneous,23.06,154,147.21,11,58,92,95,79.3,High
AUD_1476,1668,35,Female,Zhejiang,Undergraduate,4,Spontaneous,22.45,180,139.24,4,82,53,54,64.9,Medium
AUD_1477,1288,21,Male,Guangdong,Undergraduate,5,Spontaneous,49.91,195,163.9,5,87,57,88,78.30000000000001,High
AUD_1478,1477,39,Female,Sichuan,Undergraduate,10,Spontaneous,76.79,129,163.7,3,83,88,66,79.4,High
AUD_1479,1230,34,Male,Shanghai,Undergraduate,3,Reading,66.98,166,143.88,10,84,65,72,74.7,Medium
AUD_1480,1922,27,Male,Guangdong,High School,6,Spontaneous,21.17,50,91.98,6,96,93,66,86.10000000000001,High
AUD_1481,1419,37,Male,Zhejiang,Undergraduate,9,Spontaneous,32.49,166,123.24,6,75,87,90,83.1,High
AUD_1482,1156,23,Female,Sichuan,High School,7,Reading,35.87,177,110.59,5,56,72,72,65.6,Medium
AUD_1483,1549,42,Male,Henan,Postgraduate,4,Spontaneous,49.61,75,120.49,14,94,55,88,80.5,High
AUD_1484,1440,31,Male,Hubei,Postgraduate,3,Spontaneous,61.07,61,145.56,6,97,92,82,91.0,High
AUD_1485,1096,28,Male,Beijing,Postgraduate,8,Reading,35.15,87,95.98,13,94,93,51,80.8,High
AUD_1486,1996,28,Female,Sichuan,Postgraduate,7,Spontaneous,46.78,134,92.0,2,76,65,59,67.60000000000001,Medium
AUD_1487,1410,35,Male,Henan,Postgraduate,5,Spontaneous,60.88,102,129.32,11,61,65,68,64.30000000000001,Medium
AUD_1488,1950,44,Female,Hubei,Undergraduate,13,Reading,46.84,62,161.42,11,66,72,89,74.7,Medium
AUD_1489,1288,40,Female,Hubei,Undergraduate,13,Reading,30.02,177,92.76,13,70,65,58,64.9,Medium
AUD_1490,1253,39,Male,Sichuan,Undergraduate,13,Reading,54.42,125,166.41,7,92,85,64,81.5,High
AUD_1491,1195,35,Female,Jiangsu,Postgraduate,11,Reading,42.68,62,124.55,12,71,61,92,74.3,Medium
AUD_1492,1597,41,Female,Sichuan,Postgraduate,5,Reading,80.49,195,100.64,5,75,86,73,77.69999999999999,High
AUD_1493,1833,40,Male,Zhejiang,High School,4,Reading,74.29,196,141.07,13,88,58,61,70.9,Medium
AUD_1494,1521,28,Male,Hubei,Undergraduate,7,Reading,33.32,196,175.71,5,62,67,71,66.2,Medium
AUD_1495,1516,38,Male,Beijing,Postgraduate,11,Reading,30.68,97,138.83,13,91,58,67,73.89999999999999,Medium
AUD_1496,1634,29,Female,Zhejiang,Postgraduate,10,Reading,44.34,120,151.8,14,91,97,51,80.8,High
AUD_1497,1841,22,Male,Shanghai,Postgraduate,8,Reading,48.85,141,163.48,6,94,70,64,77.8,High
AUD_1498,1864,40,Female,Guangdong,High School,5,Reading,85.24,196,161.94,2,72,50,91,71.1,Medium
AUD_1499,1117,26,Female,Sichuan,Postgraduate,8,Reading,41.11,135,96.58,5,79,72,88,79.6,High
AUD_1500,1805,44,Female,Jiangsu,High School,7,Spontaneous,80.73,132,156.69,11,66,54,58,60.0,Medium
AUD_1501,1908,42,Female,Beijing,High School,3,Reading,55.37,97,175.45,4,76,68,71,72.1,Medium
AUD_1502,1158,26,Female,Jiangsu,Undergraduate,7,Reading,81.99,78,153.06,6,69,84,66,72.6,Medium
AUD_1503,1814,39,Male,Jiangsu,Postgraduate,9,Reading,69.14,68,165.28,11,56,82,63,65.9,Medium
AUD_1504,1227,27,Male,Jiangsu,High School,11,Reading,69.59,148,133.7,6,53,95,80,73.7,Medium
AUD_1505,1876,39,Female,Sichuan,Postgraduate,14,Reading,56.32,96,118.72,9,98,67,90,86.3,High
AUD_1506,1215,36,Female,Beijing,Undergraduate,3,Spontaneous,78.82,138,150.86,2,80,89,56,75.5,High
AUD_1507,1947,18,Male,Beijing,Undergraduate,5,Spontaneous,37.81,109,134.3,4,79,63,96,79.3,High
AUD_1508,1695,24,Male,Hubei,High School,10,Spontaneous,83.51,197,170.58,6,80,69,84,77.9,High
AUD_1509,1014,21,Female,Jiangsu,Undergraduate,8,Spontaneous,64.57,196,177.69,12,53,62,83,64.69999999999999,Medium
AUD_1510,1156,18,Female,Hubei,Undergraduate,7,Reading,50.71,91,163.78,4,67,65,52,61.9,Medium
AUD_1511,1647,32,Male,Hubei,Undergraduate,12,Spontaneous,88.75,126,179.34,7,69,90,51,69.9,Medium
AUD_1512,1260,25,Male,Guangdong,Postgraduate,4,Spontaneous,80.34,125,121.35,11,89,80,94,87.8,High
AUD_1513,1156,29,Female,Sichuan,Postgraduate,5,Reading,74.04,192,170.62,14,89,88,76,84.8,High
AUD_1514,1046,39,Male,Sichuan,High School,14,Spontaneous,39.17,117,119.69,4,97,84,94,92.2,High
AUD_1515,1323,39,Male,Zhejiang,High School,4,Spontaneous,88.16,128,100.62,7,96,69,51,74.4,Medium
AUD_1516,1843,35,Female,Henan,Undergraduate,3,Reading,72.01,124,145.92,9,99,50,90,81.6,High
AUD_1517,1684,32,Female,Hubei,Undergraduate,9,Reading,62.37,136,130.95,5,72,89,54,71.7,Medium
AUD_1518,1129,34,Female,Sichuan,High School,5,Spontaneous,84.53,64,172.95,9,87,95,70,84.30000000000001,High
AUD_1519,1410,31,Male,Jiangsu,Undergraduate,9,Reading,31.35,139,134.3,8,58,62,56,58.599999999999994,Low
AUD_1520,1094,31,Female,Henan,High School,14,Spontaneous,29.73,56,173.49,12,65,56,74,65.0,Medium
AUD_1521,1626,35,Male,Shanghai,Postgraduate,9,Reading,59.46,62,97.08,12,70,94,94,84.4,High
AUD_1522,1754,37,Female,Jiangsu,Undergraduate,10,Spontaneous,23.97,62,164.75,14,58,71,50,59.5,Low
AUD_1523,1931,35,Female,Beijing,Undergraduate,3,Spontaneous,66.48,197,158.32,5,74,56,58,63.800000000000004,Medium
AUD_1524,1291,33,Male,Sichuan,Undergraduate,7,Spontaneous,36.85,59,154.8,4,98,69,51,75.2,High
AUD_1525,1793,18,Male,Henan,Postgraduate,12,Reading,28.33,173,121.96,6,85,86,52,75.39999999999999,High
AUD_1526,1810,40,Female,Sichuan,Postgraduate,11,Reading,48.66,175,160.54,6,96,85,93,91.80000000000001,High
AUD_1527,1282,44,Female,Zhejiang,Undergraduate,14,Spontaneous,52.62,76,133.5,8,92,53,86,78.5,High
AUD_1528,1068,28,Male,Hubei,High School,13,Reading,31.93,149,154.37,12,63,55,93,69.6,Medium
AUD_1529,1659,32,Female,Shanghai,Postgraduate,9,Reading,22.91,65,139.7,2,66,95,53,70.80000000000001,Medium
AUD_1530,1010,29,Male,Sichuan,Undergraduate,3,Spontaneous,48.98,108,104.17,10,77,52,70,67.4,Medium
AUD_1531,1253,25,Male,Zhejiang,Undergraduate,10,Reading,73.17,70,95.81,3,94,52,75,75.7,High
AUD_1532,1841,39,Female,Zhejiang,Postgraduate,5,Reading,81.19,65,122.96,10,90,52,93,79.5,High
AUD_1533,1871,37,Male,Shanghai,High School,6,Spontaneous,26.83,62,173.95,10,97,85,86,90.10000000000001,High
AUD_1534,1549,23,Male,Jiangsu,Undergraduate,6,Spontaneous,56.73,82,137.68,14,57,58,63,59.1,Low
AUD_1535,1133,20,Male,Jiangsu,High School,12,Reading,38.44,118,162.2,14,63,65,95,73.2,Medium
AUD_1536,1711,41,Female,Jiangsu,High School,14,Reading,46.22,101,141.84,4,64,65,59,62.8,Medium
AUD_1537,1022,43,Male,Guangdong,Postgraduate,10,Reading,85.34,114,176.21,8,88,61,75,76.0,High
AUD_1538,1814,30,Female,Hubei,Undergraduate,3,Spontaneous,44.65,93,123.25,4,74,87,59,73.4,Medium
AUD_1539,1345,30,Female,Henan,Undergraduate,10,Reading,45.57,128,95.13,9,60,69,86,70.5,Medium
AUD_1540,1301,19,Female,Hubei,High School,11,Reading,34.66,65,160.26,9,78,80,67,75.3,High
AUD_1541,1362,22,Male,Jiangsu,Postgraduate,11,Reading,87.2,67,153.49,14,52,79,76,67.3,Medium
AUD_1542,1395,34,Male,Shanghai,Postgraduate,7,Reading,51.95,66,137.48,4,88,70,66,76.0,High
AUD_1543,1217,23,Female,Guangdong,Postgraduate,6,Reading,59.93,101,119.38,6,71,52,59,61.7,Medium
AUD_1544,1140,19,Female,Hubei,High School,6,Reading,51.72,105,106.94,8,86,70,60,73.4,Medium
AUD_1545,1615,21,Male,Jiangsu,High School,11,Spontaneous,37.7,142,133.4,2,90,77,96,87.89999999999999,High
AUD_1546,1957,39,Female,Guangdong,Undergraduate,10,Spontaneous,76.73,58,149.96,4,69,77,73,72.6,Medium
AUD_1547,1209,43,Female,Henan,Postgraduate,12,Spontaneous,21.99,194,142.1,2,68,54,68,63.800000000000004,Medium
AUD_1548,1984,28,Male,Shanghai,High School,12,Reading,68.32,76,129.37,3,62,56,93,69.5,Medium
AUD_1549,1992,25,Female,Jiangsu,Postgraduate,14,Reading,61.6,86,138.57,8,76,54,65,66.1,Medium
AUD_1550,1622,29,Male,Henan,High School,9,Spontaneous,30.1,71,99.72,8,68,58,72,66.2,Medium
AUD_1551,1615,25,Male,Beijing,Undergraduate,14,Spontaneous,31.61,121,152.63,4,65,96,61,73.1,Medium
AUD_1552,1827,28,Female,Henan,Postgraduate,5,Spontaneous,66.15,148,156.08,14,51,70,68,61.800000000000004,Medium
AUD_1553,1682,39,Male,Sichuan,High School,6,Spontaneous,41.85,121,91.03,7,50,69,74,62.900000000000006,Medium
AUD_1554,1459,37,Male,Shanghai,Postgraduate,11,Spontaneous,38.6,172,114.35,14,52,87,52,62.5,Medium
AUD_1555,1355,25,Male,Henan,High School,10,Reading,24.14,140,98.29,7,73,89,62,74.5,Medium
AUD_1556,1323,25,Female,Henan,High School,14,Reading,73.65,85,179.84,3,93,86,70,84.0,High
AUD_1557,1132,43,Female,Zhejiang,High School,14,Reading,81.79,147,143.4,14,87,66,71,75.9,High
AUD_1558,1887,34,Female,Zhejiang,Postgraduate,3,Reading,77.39,91,131.92,10,51,91,96,76.5,High
AUD_1559,1804,37,Male,Henan,High School,5,Reading,52.62,160,131.67,14,65,77,78,72.5,Medium
AUD_1560,1839,37,Male,Henan,Undergraduate,14,Spontaneous,57.38,62,176.83,9,78,80,98,84.6,High
AUD_1561,1126,40,Female,Shanghai,Postgraduate,12,Spontaneous,36.96,128,149.39,3,86,82,92,86.6,High
AUD_1562,1105,33,Female,Zhejiang,Undergraduate,4,Reading,32.1,167,105.18,13,93,81,74,83.7,High
AUD_1563,1603,31,Male,Hubei,Undergraduate,4,Spontaneous,77.61,101,130.33,5,53,81,72,67.1,Medium
AUD_1564,1798,28,Female,Shanghai,Postgraduate,10,Reading,75.88,144,159.68,10,63,97,61,72.6,Medium
AUD_1565,1377,24,Female,Beijing,High School,8,Reading,74.42,161,128.1,5,66,72,98,77.4,High
AUD_1566,1904,33,Female,Shanghai,Undergraduate,14,Spontaneous,52.44,107,117.86,8,93,70,72,79.8,High
AUD_1567,1050,30,Female,Jiangsu,Postgraduate,14,Reading,80.52,136,179.21,6,94,74,54,76.0,High
AUD_1568,1028,44,Female,Jiangsu,High School,14,Reading,84.84,52,174.21,11,66,82,78,74.4,Medium
AUD_1569,1461,32,Male,Guangdong,Postgraduate,8,Reading,42.98,165,174.74,7,69,52,54,59.400000000000006,Low
AUD_1570,1295,41,Female,Zhejiang,Postgraduate,6,Spontaneous,35.73,65,101.85,2,96,55,88,81.30000000000001,High
AUD_1571,1296,33,Female,Henan,Postgraduate,3,Spontaneous,52.5,179,111.08,5,78,98,84,85.8,High
AUD_1572,1725,44,Male,Sichuan,High School,13,Reading,32.55,72,129.79,6,90,77,84,84.3,High
AUD_1573,1778,38,Male,Zhejiang,Undergraduate,9,Reading,81.88,147,164.89,7,75,51,66,65.1,Medium
AUD_1574,1406,40,Male,Hubei,Undergraduate,10,Spontaneous,43.66,59,156.31,7,91,81,79,84.4,High
AUD_1575,1768,41,Male,Shanghai,Postgraduate,4,Spontaneous,60.33,114,166.47,6,87,75,51,72.60000000000001,Medium
AUD_1576,1813,26,Female,Sichuan,Postgraduate,4,Spontaneous,61.63,71,172.87,4,66,54,64,61.8,Medium
AUD_1577,1612,20,Female,Sichuan,High School,3,Spontaneous,56.05,101,160.27,12,61,60,72,64.0,Medium
AUD_1578,1404,36,Female,Henan,Postgraduate,6,Reading,30.96,160,113.56,3,77,59,91,75.8,High
AUD_1579,1345,37,Female,Henan,Postgraduate,8,Reading,89.37,129,115.69,8,58,64,75,64.9,Medium
AUD_1580,1621,22,Male,Zhejiang,Postgraduate,7,Reading,32.08,182,121.72,2,81,67,60,70.5,Medium
AUD_1581,1419,27,Male,Sichuan,Undergraduate,6,Spontaneous,72.61,102,117.28,13,83,98,73,84.5,High
AUD_1582,1181,34,Female,Sichuan,Postgraduate,6,Spontaneous,75.4,72,112.42,13,65,63,58,62.3,Medium
AUD_1583,1982,32,Female,Jiangsu,Undergraduate,12,Reading,30.16,155,157.72,6,97,77,63,80.80000000000001,High
AUD_1584,1824,40,Female,Beijing,High School,9,Spontaneous,85.32,140,93.06,5,80,79,73,77.6,High
AUD_1585,1000,42,Female,Henan,High School,9,Reading,54.14,168,155.56,8,76,62,56,65.8,Medium
AUD_1586,1830,25,Male,Shanghai,Undergraduate,4,Spontaneous,64.02,187,164.12,3,78,69,59,69.60000000000001,Medium
AUD_1587,1949,32,Female,Zhejiang,Undergraduate,9,Reading,64.95,169,95.94,12,50,51,82,59.89999999999999,Low
AUD_1588,1566,38,Male,Henan,Undergraduate,4,Reading,55.35,142,95.57,14,76,74,82,77.2,High
AUD_1589,1370,31,Male,Jiangsu,Undergraduate,6,Reading,29.94,111,115.69,9,81,93,95,88.8,High
AUD_1590,1935,37,Male,Hubei,Postgraduate,3,Reading,72.62,131,108.75,10,60,92,76,74.39999999999999,Medium
AUD_1591,1910,24,Male,Henan,Undergraduate,7,Spontaneous,60.73,56,142.3,14,84,61,57,69.0,Medium
AUD_1592,1660,38,Female,Hubei,Undergraduate,3,Reading,28.31,149,150.79,13,51,74,63,61.5,Medium
AUD_1593,1430,40,Female,Guangdong,Undergraduate,6,Reading,69.02,123,147.07,11,95,53,56,70.7,Medium
AUD_1594,1968,29,Female,Sichuan,Postgraduate,11,Reading,69.19,187,122.16,2,50,91,67,67.39999999999999,Medium
AUD_1595,1308,34,Female,Sichuan,Postgraduate,14,Reading,58.39,106,134.86,6,55,61,75,62.8,Medium
AUD_1596,1136,34,Male,Zhejiang,Postgraduate,10,Spontaneous,26.34,79,147.6,5,56,56,90,66.2,Medium
AUD_1597,1201,27,Male,Beijing,High School,8,Reading,44.69,52,100.75,6,51,87,64,65.7,Medium
AUD_1598,1435,36,Male,Beijing,Postgraduate,10,Reading,23.56,63,110.66,10,51,89,82,71.7,Medium
AUD_1599,1312,31,Female,Zhejiang,Undergraduate,7,Spontaneous,53.43,126,170.14,13,96,81,60,80.7,High
AUD_1600,1116,28,Male,Zhejiang,Postgraduate,9,Reading,83.45,132,120.81,4,54,92,68,69.6,Medium
AUD_1601,1665,19,Male,Jiangsu,Postgraduate,10,Reading,20.16,187,162.1,2,62,55,91,68.6,Medium
AUD_1602,1936,35,Male,Hubei,Undergraduate,9,Reading,38.66,128,112.59,12,68,76,67,70.1,Medium
AUD_1603,1802,24,Male,Zhejiang,Postgraduate,6,Reading,75.99,87,93.75,4,68,84,71,73.7,Medium
AUD_1604,1574,29,Female,Hubei,High School,7,Spontaneous,20.69,191,135.04,5,96,70,85,84.9,High
AUD_1605,1243,43,Male,Henan,Postgraduate,12,Spontaneous,20.71,89,170.32,14,50,69,67,60.8,Medium
AUD_1606,1536,19,Male,Henan,High School,8,Spontaneous,62.76,189,163.74,14,84,68,67,74.1,Medium
AUD_1607,1601,44,Female,Guangdong,High School,14,Spontaneous,75.24,191,112.76,3,67,82,71,72.7,Medium
AUD_1608,1074,37,Female,Hubei,High School,13,Spontaneous,74.36,178,171.89,2,98,53,74,77.3,High
AUD_1609,1805,35,Female,Jiangsu,Undergraduate,8,Spontaneous,74.57,117,133.17,2,81,68,93,80.69999999999999,High
AUD_1610,1385,23,Male,Henan,Postgraduate,11,Reading,45.27,98,94.41,9,81,98,80,85.8,High
AUD_1611,1902,41,Male,Sichuan,High School,12,Reading,81.79,67,92.51,5,57,77,58,63.3,Medium
AUD_1612,1209,27,Male,Sichuan,High School,4,Reading,20.9,113,133.66,13,60,71,99,75.0,High
AUD_1613,1474,37,Male,Henan,Postgraduate,8,Reading,41.85,145,139.17,3,69,73,87,75.6,High
AUD_1614,1417,32,Female,Henan,Undergraduate,5,Spontaneous,43.6,77,97.19,11,57,95,68,71.69999999999999,Medium
AUD_1615,1346,22,Male,Henan,Undergraduate,4,Reading,31.59,74,173.0,4,77,79,74,76.7,High
AUD_1616,1528,37,Male,Hubei,High School,8,Reading,43.54,197,154.64,9,70,78,64,70.6,Medium
AUD_1617,1639,20,Female,Sichuan,Undergraduate,6,Spontaneous,61.01,79,162.12,7,87,59,54,68.7,Medium
AUD_1618,1938,22,Female,Sichuan,Postgraduate,7,Reading,56.42,151,142.56,9,87,81,60,77.10000000000001,High
